"","cat1","cat2","cat3","cat4","cat5","cat6","cat7","prodname","vendor","ASIN","price","weight_lb","dim1_in","dim2_in","dim3_in","rating"
"6115","Pet Supplies","Cats","Food","Wet","Canned",NA,NA,"Purina Fancy Feast Grilled Feast in Gravy Canned Wet Cat Food","Purina Fancy Feast","B07CTJ9769",17.52,6.6,5.2,7.8,7.6,0.333333333333333
"6116","Pet Supplies","Cats","Food","Wet","Canned",NA,NA,"Purina Fancy Feast Grilled Feast in Gravy Canned Wet Cat Food","Purina Fancy Feast","B0169J3ANO",18.44,6.6,5.2,7.8,7.6,0.37037037037037
"6117","Pet Supplies","Cats","Food","Wet","Canned",NA,NA,"Purina Fancy Feast Grilled Feast in Gravy Canned Wet Cat Food","Purina Fancy Feast","B0012KCUPU",12.69,5,3,7.9,10.6,0.333333333333333
"6118","Pet Supplies","Cats","Food","Wet","Canned",NA,NA,"Purina Fancy Feast Grilled Feast in Gravy Canned Wet Cat Food","Purina Fancy Feast","B004INAQLI",15.12,5.2,10.8,8,3,0.333333333333333
"6119","Pet Supplies","Cats","Food","Wet","Canned",NA,NA,"Purina Fancy Feast Grilled Feast in Gravy Canned Wet Cat Food","Purina Fancy Feast","B0012KK41W",15.36,3,NA,NA,NA,0.333333333333333
"6120","Pet Supplies","Cats","Food","Wet","Canned",NA,NA,"Purina Fancy Feast Grilled Feast in Gravy Canned Wet Cat Food","Purina Fancy Feast","B004INIUPC",15.36,5,10.7,7.9,2.9,0.333333333333333
"6121","Pet Supplies","Cats","Food","Wet","Canned",NA,NA,"Purina Fancy Feast Grilled Feast in Gravy Canned Wet Cat Food","Purina Fancy Feast","B006P03AOC",16.22,5,5,2,4,0.333333333333333
"6122","Pet Supplies","Cats","Food","Wet","Canned",NA,NA,"Purina Fancy Feast Grilled Feast in Gravy Canned Wet Cat Food","Purina Fancy Feast","B004INAQMM",16.22,5.2,10.8,8,3,0.333333333333333
"6123","Pet Supplies","Cats","Food","Wet","Canned",NA,NA,"Purina Fancy Feast Adult Canned Wet Cat Food","Purina Fancy Feast","B07PDF9395",18.44,0.19,NA,NA,NA,0.333333333333333
"6124","Pet Supplies","Cats","Treats","Snacks",NA,NA,NA,"Purina Fancy Feast Cat Treats","Purina Fancy Feast","B01IQR40X6",19.95,0.65,9.2,4.8,5.4,0.333333333333333
"6125","Pet Supplies","Cats","Food","Wet","Canned",NA,NA,"Purina Fancy Feast Broths Adult Wet Cat Food Complement","Purina Fancy Feast","B0169I8M0Q",11.96,1,3.5,4.6,5.2,0.0818181818181818
"6126","Pet Supplies","Cats","Food","Wet","Canned",NA,NA,"Purina Fancy Feast Classic Collection Adult Wet Cat Food Variety Pack - (30) 3 oz. Cans","Purina Fancy Feast","B07CTBXRXD",15.31,6.6,5.2,7.8,7.6,0.0818181818181818
"6127","Pet Supplies","Cats","Grooming","Hair Removal Mitts & Rollers",NA,NA,NA,"ChomChom Roller Limited Edition Cat","ChomChom Roller","B07F178K9N",27.95,0.45,7.5,7.5,2.5,0.333333333333333
"6128","Pet Supplies","Dogs","Food","Dry",NA,NA,NA,"Blue Buffalo Life Protection Formula Natural Adult Dry Dog Food","Blue Buffalo","B000XZFZI4",36.45,30.3,25.5,17,5,0.37037037037037
"6129","Pet Supplies","Dogs","Food","Dry",NA,NA,NA,"Blue Buffalo Life Protection Formula Natural Adult Dry Dog Food","Blue Buffalo","B000XZBXP8",49.98,30.4,25.5,17,5,0.454545454545455
"6130","Pet Supplies","Dogs","Food","Dry",NA,NA,NA,"Blue Buffalo Life Protection Formula Natural Adult Dry Dog Food","Blue Buffalo","B0030N7BJC",15.98,6.1,15.5,8.5,4.5,0.333333333333333
"6131","Pet Supplies","Dogs","Food","Dry",NA,NA,NA,"Blue Buffalo Life Protection Formula Natural Adult Dry Dog Food","Blue Buffalo","B0009YUGAG",23.99,15.2,21.5,12,4,0.384615384615385
"6132","Pet Supplies","Dogs","Food","Wet","Canned",NA,NA,"Blue Buffalo Homestyle Recipe Natural Adult Wet Dog Food","Blue Buffalo","B00ZDK3MZW",20.41,10.9,9,12.5,4.1,0.344827586206897
"6133","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"Blue Buffalo Health Bars Natural Crunchy Dog Treats Biscuits","Blue Buffalo","B003P9XG22",3.99,1.1,3,8,11,0.333333333333333
"6134","Pet Supplies","Dogs","Food","Dry",NA,NA,NA,"Blue Buffalo Wilderness High Protein Grain Free, Natural Adult Dry Dog Food","Blue Buffalo","B00YFZ7BDA",44.15,24.2,24.5,15.5,4,0.5
"6135","Pet Supplies","Dogs","Food","Dry",NA,NA,NA,"Blue Buffalo Freedom Grain Free Natural Adult Dry Dog Food, Chicken 24-lb","Blue Buffalo","B008EXEMOU",44.99,NA,NA,NA,NA,0.0818181818181818
"6136","Pet Supplies","Dogs","Food","Dry",NA,NA,NA,"Blue Buffalo Basics Limited Ingredient Diet, Grain Free Natural Adult Dry Dog Food","Blue Buffalo","B008EXDOT4",44.54,24.2,15.5,4,26.5,0.357142857142857
"6137","Pet Supplies","Dogs","Food","Dry",NA,NA,NA,"Simply Perfection Super Premium Grain Free Beef and Chickpea Dinner","Simply Perfection","B07DPQ8S4B",14.36,3.8,13,7.8,4.2,0.333333333333333
"6138","Pet Supplies","Dogs","Food","Dry",NA,NA,NA,"Blue Buffalo Wilderness High Protein Grain Free, Natural Adult Dry Dog Food","Blue Buffalo","B00RNMTY7S",29.97,11.2,18,12.8,3,0.333333333333333
"6139","Pet Supplies","Dogs","Food","Wet","Pouches",NA,NA,"Greenies Original Teenie Natural Dental Dog Treats (5-15 lb. dogs)","Greenies","B06XGGQLFN",15.84,0.2625,3,10.1,6.9,0.333333333333333
"6140","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"Greenies Original Teenie Natural Dental Dog Treats (5-15 lb. dogs)","Greenies","B000KAHPZ8",14.98,0.8,3,6.9,9.6,0.333333333333333
"6141","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"Greenies Original Teenie Natural Dental Dog Treats (5-15 lb. dogs)","Greenies","B000KAKZ2I",19.98,1.2,3,6.9,10.1,0.333333333333333
"6142","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"Greenies Original Teenie Natural Dental Dog Treats (5-15 lb. dogs)","Greenies","B001G96UK8",27.99,2,4,9.5,11.5,0.333333333333333
"6143","Pet Supplies","Pets Subscribe and Save Coupon","Pet Treats SnS Coupon",NA,NA,NA,NA,"Greenies Original Teenie Natural Dental Dog Treats (5-15 lb. dogs)","Greenies","B07G9PSBQ7",49.99,3.4,16.5,22.5,19.7,0.333333333333333
"6144","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"Greenies Original Teenie Natural Dental Dog Treats (5-15 lb. dogs)","Greenies","B06Y2CKKDS",64.99,5.4,3.5,8.5,11.5,0.333333333333333
"6145","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"GREENIES Grain Free Natural Dental Dog Treats - Teenie (5-15 lb. dogs)","Greenies","B01MUG17DO",36.66,2.8,5.1,8.1,7.8,0.333333333333333
"6146","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"GREENIES Original Petite Natural Dog Dental Care Chews Oral Health Dog Treats","Greenies","B06XZNR4MY",64.99,5.6,3.5,8.5,11.5,0.333333333333333
"6147","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"GREENIES Fresh Natural Dental Dog Treats, 27oz Pack","Greenies","B01MRBF6RT",14.14,2,4,6.8,7.6,0.357142857142857
"6148","Pet Supplies","Cats","Health Supplies","Ear Care",NA,NA,NA,"ZYMOX Pet King Brand Otic Pet Ear Treatment with Hydrocortisone","ZYMOX","B001LNSSH2",51.99,0.3,1.5,0.8,6,0.333333333333333
"6149","Pet Supplies","Dogs","Health Supplies","Ear Care",NA,NA,NA,"Zymox Plus Otic-HC Advanced Formula (1.25 oz)","ZYMOX","B00TYMKNT8",9.99,0.0375,3.8,2,1.1,0.333333333333333
"6150","Pet Supplies","Cats","Health Supplies","Ear Care",NA,NA,NA,"Zymox Ear Cleanser With Bio-Active Enzymes, 4 oz.","PET KING BRANDS","B0014HYCM0",32.85,0.3125,1.5,1.5,6,0.333333333333333
"6151","Pet Supplies","Dogs","Health Supplies","Ear Care",NA,NA,NA,"EcoEars | Natural Dog Ear Cleaner - Infection Formula for Itch, Head Shaking, Discharge & Smell. Multi-Symptom Ear Treatment Cleans Away Most Dog Ear Problems.No Chemicals or Drugs-100% Guaranteed","Vet Organics","B008QYVL1Y",21.88,0.9875,18.8,5.1,5.1,0.0818181818181818
"6152","Pet Supplies","Cats","Health Supplies","Ear Care",NA,NA,NA,"Zymox Ear Solution with 0.5-Percent Hydrocortisone, 1.25-Ounce","ZYMOX","B007NVJAJG",20.99,0.1375,4,2,1.3,0.333333333333333
"6153","Pet Supplies","Dogs","Health Supplies","Ear Care",NA,NA,NA,"Hartz Ultraguard Ear Mite Treatment For Dogs","Hartz","B000BO4Y8Y",2.65,0.0375,15.6,9.6,7.5,0.333333333333333
"6154","Pet Supplies","Dogs","Grooming","Claw Care",NA,NA,NA,"gonicc Dog & Cat Pets Nail Clippers and Trimmers - with Safety Guard to Avoid Over Cutting, Free Nail File, Razor Sharp Blade - Professional Grooming Tool for Large and Small Animals","gonicc","B075N83693",35.54,0.3,8.1,3.4,1,0.454545454545455
"6155","Pet Supplies","Dogs","Grooming","Claw Care",NA,NA,NA,"Dog Nail Clippers Large Breed - Easy to Use Dog Nail Trimmer and Toenail Clippers - Quick Sensor, Sharp Cuts and Safety Guard to Clip with Confidence","Fur Goodness Sake","B00UA74JXW",19.94,NA,NA,NA,NA,0.0818181818181818
"6156","Pet Supplies","Dogs","Grooming","Claw Care",NA,NA,NA,"GoPets Nail Clippers for Dogs & Cats with 1 Nail File, Orange / Black","GoPets","B00OIAGTRQ",54.07,0.3,8,3.3,0.5,0.333333333333333
"6157","Pet Supplies","Cats","Litter & Housebreaking","Litter",NA,NA,NA,"Cat's Pride Cat's Pride Fresh and Light Ultimate Care Lightweight Scented Multi-Cat Litter","Cat's Pride","B01C600O0W",7.1,12.4,5.7,9,13.5,0.476190476190476
"6158","Pet Supplies","Cats","Litter & Housebreaking","Litter",NA,NA,NA,"Fresh Step Extreme Scented Litter with The Power of Febreze, Clumping Cat Litter – Mountain Spring, 14 lb, Grey","Fresh Step","B0747RSKTG",11.99,21.3,10.1,4.2,10.1,0.588235294117647
"6159","Pet Supplies","Cats","Litter & Housebreaking","Litter",NA,NA,NA,"Fresh Step Odor Shield Scented Litter with The Power of Febreze, Clumping Cat Litter","Fresh Step","B06XKLG362",20.41,38.8,14,9.5,7.8,0.476190476190476
"6160","Pet Supplies","Cats","Litter & Housebreaking","Litter",NA,NA,NA,"Purina Tidy Cats Free & Clean Clumping Cat Litter","Purina Tidy Cats","B0776YXNFF",19.99,41.8,9,13.2,11.8,0.476190476190476
"6161","Pet Supplies","Cats","Litter & Housebreaking","Litter",NA,NA,NA,"Purina Tidy Cats Instant Action Clumping Cat Litter","Purina Tidy Cats","B000F1OQNQ",18.99,42.1,11.8,13.2,9,0.625
"6162","Pet Supplies","Dogs","Flea & Tick Control","Flea & Tick Collars",NA,NA,NA,"Adams Flea and Tick Collars","Adams","B01AI5XMUQ",5.54,0.1,0.9,4.2,4.1,0.333333333333333
"6163","Pet Supplies","Cats","Flea & Tick Control","Flea Collars",NA,NA,NA,"Dog Flea and Tick Collar,Flea and Tick Treatment and Prevention for Dogs up to 8 Month,One Size Fits All,100% Natural Ingredients, Waterproof,Include Tick Removal Tools(2 Pack)","Parenda","B07WYXMMMC",16.98,0.0375,27.6,0.5,0.1,0.333333333333333
"6164","Pet Supplies","Dogs","Flea & Tick Control","Flea & Tick Collars",NA,NA,NA,"Rolf Club 3D FLEA Collar for Dogs - Flea and Tick Prevention for Dogs - Dog Flea and Tick Control for 6 Months - Safe Tick Repellent - Waterproof Tick Treatment","Rolf Club 3D","B06XGWYHWR",25,0.2,NA,NA,NA,0.333333333333333
"6165","Pet Supplies","Cats","Flea & Tick Control","Flea Collars",NA,NA,NA,"Seresto Flea and Tick Prevention for Cats, 8-Month Flea Collar for Cats","Bayer Animal Health","B00B8CG5NK",25.03,NA,NA,NA,NA,0.0818181818181818
"6166","Pet Supplies","Dogs","Flea & Tick Control","Flea & Tick Collars",NA,NA,NA,"Seresto Flea and Tick Collar for Dogs, 8-Month Tick and Flea Control for Dogs Up To 18 lbs","Bayer Animal Health","B00B8CG58U",9.46,NA,NA,NA,NA,0.0818181818181818
"6167","Pet Supplies","Dogs","Flea & Tick Control","Flea Drops",NA,NA,NA,"Bayer K9 Advantix II Flea, Tick and Mosquito Prevention for Large Dogs, 21 - 55 lbs","Bayer Animal Health","B004QN0M2S",67.98,0.1,7.8,1,4.2,0.357142857142857
"6168","Pet Supplies","Dogs","Flea & Tick Control","Flea Drops",NA,NA,NA,"Bayer Advantage II Topical Flea Treatment for Large Dogs, 21 - 55 lbs","Bayer Animal Health","B004QMX59Q",58.98,0.05,6.5,1,4.2,0.333333333333333
"6169","Pet Supplies","Cats","Flea & Tick Control","Flea Drops",NA,NA,NA,"Bayer Advantage II Flea Prevention for Large Cats, Over 9 lbs","Bayer Animal Health","B004QBDO0M",58.98,0.1,6.5,1,4.2,0.555555555555556
"6170","Pet Supplies","Dogs","Flea & Tick Control",NA,NA,NA,NA,"Bayer Advantus Oral Flea Soft Chews for Large Dogs(30 Count)","Bayer","B06XJS4HG7",54.98,0.25,4.2,2.1,2.1,0.333333333333333
"6171","Pet Supplies","Dogs","Flea & Tick Control","Flea & Tick Collars",NA,NA,NA,"åZOOlife Glow ECO Pest Control Collar: Hypoallergenic Waterproof Protection Long Lasting Flea and Tick Prevention Fully Adjustable one Size fits All","åZOOlife","B07TWTG6PT",19.97,0.1,24.5,0.4,0.1,0.333333333333333
"6172","Pet Supplies","Cats","Flea & Tick Control","Flea Collars",NA,NA,NA,"AF Dog Flea and Tick Control Collar - 8 Months Flea and Tick Control for Dogs - Natural, Herbal, Non-Toxic Dog Flea Treatment - Waterproof Protection and Adjustable Best Flea Collar for Dogs","AF","B00U2TF5TU",79.82,0.15,3.1,3.1,0.8,0.333333333333333
"6173","Pet Supplies","Dogs","Flea & Tick Control","Flea & Tick Collars",NA,NA,NA,"Healex Dog Flea Collar for Flea and Tick Treatment and Prevention | One Size Fits All, Collars Work for Dogs and Puppies, 100% Natural Ingredients | Helpful E-Book Included","Healex","B07RSV1CJH",19.95,0.25,3,3,1,0.333333333333333
"6174","Pet Supplies","Dogs","Flea & Tick Control","Flea & Tick Collars",NA,NA,NA,"Dog Flea and Tick Collar - Flea and Tick Prevention for Dogs Easily Adjustable and Waterproof for Large Small Dogs Flea Tick Collar Natural Flea Tick Control Collar Dogs Flea Treatment 1 Year","Sonvera","B07VF6BQLQ",17.99,NA,NA,NA,NA,0.0818181818181818
"6175","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"Milk-Bone Flavor Snacks","Milk-Bone","B0043OX542",92.67,1.6,9.1,6.6,2.7,0.333333333333333
"6176","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"Milk-Bone Flavor Snacks","Milk-Bone","B000I82DU4",11.93,7.5,10.9,8,8.3,0.476190476190476
"6177","Pet Supplies","Dogs","Treats","Bones",NA,NA,NA,"Milk-Bone Original Dog Treats, Cleans Teeth, Freshens Breath","Milk-Bone","B0018CLXTG",11.64,10.4,8,12,4.5,0.454545454545455
"6178","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"Milk-Bone Peanut Butter Dog Treat","Milk-Bone","B01BNBJY6A",11.99,7.6,10.9,7,8.3,0.344827586206897
"6179","Pet Supplies","Dogs","Treats","Bones",NA,NA,NA,"Milk-Bone Soft & Chewy Dog Treats with 12 Vitamins and Minerals","Milk-Bone","B006HKA6II",9.97,2,3,7,11,0.588235294117647
"6180","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"Milk-Bone Farmer's Medley Grain Free Dog Treats","Milk-Bone","B01N95D5BM",18.28,3.8,9.6,7.6,7.8,0.333333333333333
"6181","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"Milk-Bone Farmer's Medley Dog Treats","Milk-Bone","B01N64KB4T",23.07,3.6,9.6,7.6,7.8,0.333333333333333
"6182","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"GREENIES Pill Pockets Natural Dog Treats, Capsule Size, Hickory Smoke Flavor","Greenies","B008GRONW0",7.98,0.45,2.5,5.8,8.2,0.333333333333333
"6183","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"Zoe Pill Pops for Pets, Healthy All Natural Dog Treats for Giving Medication, Grilled Beef with Ginger","Zoe","B00O8OFO8W",4.72,0.4,1.5,5,8,0.0818181818181818
"6184","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"Zoe Pill Pops for Pets, Healthy All Natural Dog Treats for Giving Medication, Peanut Butter with Honey - Packaging may vary","Zoe","B00O8OFODM",4.72,0.15,1.5,5,8,0.333333333333333
"6185","Pet Supplies","Dogs","Litter & Housebreaking","Training Pads & Trays",NA,NA,NA,"Glad for Pets Black Charcoal Puppy Pads | Puppy Potty Training Pads That Absorb & NEUTRALIZE Urine Instantly | New & Improved Quality","Glad for Pets","B01LY34T0B",74.99,0.9,7.8,6,3,0.333333333333333
"6186","Pet Supplies","Dogs","Litter & Housebreaking","Training Pads & Trays",NA,NA,NA,"Glad for Pets Black Charcoal Puppy Pads | Puppy Potty Training Pads That Absorb & NEUTRALIZE Urine Instantly | New & Improved Quality","Glad for Pets","B01M1C93ZF",8.45,1.8,10.8,7.5,3.2,0.333333333333333
"6187","Pet Supplies","Dogs","Litter & Housebreaking","Training Pads & Trays",NA,NA,NA,"Glad for Pets Black Charcoal Puppy Pads | Puppy Potty Training Pads That Absorb & NEUTRALIZE Urine Instantly | New & Improved Quality","Glad for Pets","B01LXFP4OT",74.99,3.2,11,8,5.8,0.333333333333333
"6188","Pet Supplies","Dogs","Litter & Housebreaking","Training Pads & Trays",NA,NA,NA,"Glad for Pets Black Charcoal Puppy Pads | Puppy Potty Training Pads That Absorb & NEUTRALIZE Urine Instantly | New & Improved Quality","Glad for Pets","B07R8WR5L9",23.48,11,15.8,11.8,11,0.333333333333333
"6189","Pet Supplies","Dogs","Litter & Housebreaking","Training Pads & Trays",NA,NA,NA,"Glad for Pets Black Charcoal Puppy Pads | Puppy Potty Training Pads That Absorb & NEUTRALIZE Urine Instantly | New & Improved Quality","Glad for Pets","B07CZG69Q9",8.45,3.2,7.8,6.2,9.8,0.333333333333333
"6190","Pet Supplies","Dogs","Litter & Housebreaking","Training Pads & Trays",NA,NA,NA,"Glad for Pets Heavy Duty Ultra-Absorbent Activated Charcoal Puppy Pads with Leak-Proof edges | Black Pad with No Ugly Yellow Spots | Perfect for Training New Puppies","Glad for Pets","B07CZGPT8Z",9.5,2,8,3.4,11.2,0.333333333333333
"6191","Pet Supplies","Dogs","Litter & Housebreaking","Training Pads & Trays",NA,NA,NA,"AmazonBasics Regular Carbon Pet Dog and Puppy Training Pads - Pack of 80, 22 x 22 Inches","AmazonBasics","B0716YVQ7K",17.99,6.7,NA,NA,NA,0.333333333333333
"6192","Pet Supplies","Dogs","Treats","Rawhide","Sticks & Twists",NA,NA,"Good'N'Fun Triple Flavored Rawhide Kabobs for Dogs","Good'n'Fun","B007CRC41C",2.77,0.25,4.7,0.7,0.7,0.333333333333333
"6193","Pet Supplies","Dogs","Treats","Rawhide","Sticks & Twists",NA,NA,"Good'N'Fun Triple Flavored Rawhide Kabobs for Dogs","Good'n'Fun","B07BVL8TQF",22.94,1.6,9.4,3.5,10,0.357142857142857
"6194","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"Good'N'Fun Triple Flavored Rawhide Kabobs for Dogs","Good'n'Fun","B076596ZL7",94.56,10.5,2,6.6,2.1,0.333333333333333
"6195","Pet Supplies","Dogs","Treats","Rawhide","Sticks & Twists",NA,NA,"Good'N'Fun Triple Flavored Rawhide Kabobs for Dogs","Good'n'Fun","B07HS7V86P",5.95,0.3,5.5,2.2,8.2,0.333333333333333
"6196","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"Good'N'Fun Triple Flavored Rawhide Kabobs for Dogs","Good'n'Fun","B083HJDR7N",118.79,NA,NA,NA,NA,0.0818181818181818
"6197","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"Good'n'Fun Pack of 5 Triple Flavored Rawhide Kabobs for Dogs","Good'n'Fun","B083HJBGFN",116.88,NA,NA,NA,NA,0.333333333333333
"6198","Pet Supplies","Dogs","Treats","Rawhide","Bones",NA,NA,"Good 'N' Fun Triple Flavor Rawhide Ribs For Dogs, 4-Ounce","Good'n'Fun","B007CRC5B6",6.99,0.2625,4.7,0.6,0.6,0.333333333333333
"6199","Pet Supplies","Dogs","Treats","Cookies, Biscuits & Snacks",NA,NA,NA,"Healthy Hide Good 'N' Fun Triple Flavor Wings For Dogs","Good'n'Fun","B007CRC4PI",2.52,0.25,6,1.7,0.5,0.333333333333333
"6200","Pet Supplies","Dogs","Treats","Jerky",NA,NA,NA,"Amazon Brand - Solimo Jerky Dog Treats, 2 Lb Bag (Chicken, Duck, Sweet Potato Wraps)","Solimo","B07F2R1DXG",15.99,2,NA,NA,NA,0.333333333333333
"6201","Pet Supplies","Dogs","Treats","Rawhide","Sticks & Twists",NA,NA,"DreamBone Twist Sticks, Rawhide-Free Chews For Dogs, With Real Chicken","DreamBone","B0718YFR4K",8.98,0.7,1.5,7,8.8,0.454545454545455
"6202","Pet Supplies","Dogs","Treats","Rawhide","Sticks & Twists",NA,NA,"Pet 'n Shape Chicken Hide Twists","Pet 'n Shape","B01KZECQQ6",11.6,0.95,2,9,11.2,0.333333333333333
"6203","Pet Supplies","Cats","Toys","Mice & Animal Toys",NA,NA,NA,"Petstages Cat Tracks Cat Toy - Fun Levels of Interactive Play - Circle Track with Moving Balls Satisfies Kitty’s Hunting, Chasing & Exercising Needs","Petstages","B00OTXXGYG",18.86,0.7875,12,9,12,0.333333333333333
"6204","Pet Supplies","Cats","Toys","Catnip Toys",NA,NA,NA,"Petstages Cat Tracks Cat Toy - Fun Levels of Interactive Play - Circle Track with Moving Balls Satisfies Kitty’s Hunting, Chasing & Exercising Needs","Petstages","B07P8WXR3X",13.59,0.6625,12.1,4.3,13.4,0.515151515151515
"6205","Pet Supplies","Cats","Toys","Balls",NA,NA,NA,"Upsky Cat Toy Roller Cat Toys 3 Level Towers Tracks Roller with Six Colorful Ball Interactive Kitten Fun Mental Physical Exercise Puzzle Toys …","UPSKY","B07FZVML3X",82.87,0.6625,9.3,9.3,7,0.357142857142857
"6206","Pet Supplies","Cats","Toys","Balls",NA,NA,NA,"PetFavorites Original Mylar Crinkle Balls Cat Toys","PETFAVORITES","B00797NHFC",24.99,0.11875,6.7,5.2,1.6,0.333333333333333
"6207","Pet Supplies","Cats","Toys","Balls",NA,NA,NA,"Purrfect Feline Titan's Tower - New Safer Bar Design, Interactive Cat Ball Toy, Exerciser Game, Teaser, Anti-Slip, Active Healthy Lifestyle, Suitable for Multiple Cats","Purrfect Feline","B0759XM46J",7.99,0.7,10,10,3.8,0.333333333333333
"6208","Pet Supplies","Cats","Toys","Balls",NA,NA,NA,"Irispets interactive Cat Toy, three layer colorful Cat track tower toy – Great for multiple cats","Irispets","B07118TQVJ",58.25,0.95,6.3,9.8,5.5,0.333333333333333
"6209","Pet Supplies","Cats","Treats","Snacks",NA,NA,NA,"FELINE GREENIES Natural Dental Care Cat Treats 2.5 oz, Chicken","Feline Greenies","B008PNN7B8",2.49,0.15,2,5.2,7.6,0.333333333333333
"6210","Pet Supplies","Cats","Treats","Snacks",NA,NA,NA,"Feline GREENIES Natural Dental Care Cat Treats 2.1-2.5 oz","Greenies","B008PNN7DQ",2.49,0.15,2,5.2,7.6,0.333333333333333
"6211","Pet Supplies","Cats","Health Supplies","Dental Care",NA,NA,NA,"Feline GREENIES Natural Dental Care Cat Treats 2.1-2.5 oz","Greenies","B00DR93ZGM",2.49,0.15,2,5.2,7.6,0.333333333333333
"6212","Pet Supplies","Cats","Treats","Snacks",NA,NA,NA,"Greenies Feline SMARTBITES Hairball Control","Greenies","B07SYVPK7B",19.99,1.2,NA,NA,NA,0.333333333333333
"6213","Pet Supplies","Cats","Treats","Snacks",NA,NA,NA,"Blue Buffalo Wilderness Grain Free Crunchy Cat Treats","Blue Buffalo","B07DHT6TBY",6.55,1,3.8,3.8,5.5,0.357142857142857
"6214","Pet Supplies","Cats","Treats","Snacks",NA,NA,NA,"FELINE GREENIES Natural Dental Care Cat Treats 21 oz","Greenies","B071FH2NLX",13.85,1.7,5.5,5,7.3,0.333333333333333
"6215","Pet Supplies","Cats","Treats","Snacks",NA,NA,NA,"TEMPTATIONS Classic Crunchy and Soft Cat Treats, 16 oz.","Temptations","B01LNB6T5O",6.71,1.2,4.1,5,6.8,0.434782608695652
"6216","Health & Household","Household Supplies","Laundry","Stain Removers",NA,NA,NA,"Nature’s Miracle Stain and Odor Remover Dog Odor Control Formula, Spray, Enzymatic Formula for Urine, Feces, Vomit, Drool and other Dog Stains","Nature's Miracle","B0717BLT6V",5.99,1.7,3.8,2,11,0.0818181818181818
"6217","Pet Supplies","Dogs","Litter & Housebreaking","Odor & Stain Removers",NA,NA,NA,"Nature’s Miracle Stain and Odor Remover Dog Odor Control Formula, Spray, Enzymatic Formula for Urine, Feces, Vomit, Drool and other Dog Stains","Nature's Miracle","B003LR6L6Q",19.72,2.2,4,4,12,0.333333333333333
"6218","Health & Household","Household Supplies","Laundry","Stain Removers",NA,NA,NA,"Nature's Miracle Melon Burst Stain and Odor Remover Gallon","Nature's Miracle","B0723HRWJK",42.36,2.4,4.7,2.9,11.1,0.0818181818181818
"6219","Health & Household","Household Supplies","Laundry","Stain Removers",NA,NA,NA,"Nature's Miracle Stain and Odor Remover Dog, Odor Control Formula, Accushot Spray 1.33 Gal","Nature's Miracle","B071SLZ6V6",34.98,12.3,4.7,2.9,11.1,0.0818181818181818
"6220","Health & Household","Household Supplies","Laundry","Stain Removers",NA,NA,NA,"Nature's Miracle Dog Stain and Odor Remover, Pour, Enzymatic Formula for Urine Stains, Feces Stains, Vomit Stains and Drool Stains, Odor Control","Nature's Miracle","B07F8DQ537",16.49,8.8,7.6,5.1,12.2,0.0818181818181818
"6221","Health & Household","Household Supplies","Laundry","Stain Removers",NA,NA,NA,"Nature's Miracle Cat Stain and Odor Remover","Nature's Miracle","B072FW1RPV",6.16,2.3,4.7,2.9,11.1,0.0818181818181818
"6222","Pet Supplies","Dogs","Health Supplies","Itch Remedies",NA,NA,NA,"Honest Paws Natural Dog Shampoo, Conditioner, and Spray for All Dogs and Puppies | Shampoo for Dogs With Dry Skin","Honest Paws","B07K12DLNQ",21.47,1.6,8.1,3.3,5.4,0.333333333333333
"6223","Pet Supplies","Dogs","Health Supplies","Itch Remedies",NA,NA,NA,"Zesty Paws Allergy Immune Supplement for Dogs - with Omega 3 Wild Alaskan Salmon Fish Oil & EpiCor + Digestive Prebiotics & Probiotics - Anti Itch & Skin Hot Spots + Seasonal Allergies","Zesty Paws","B07WW1WY1Z",25.97,1.1,NA,NA,NA,0.384615384615385
